0, 0, 0, 16, #FFFF00, 0
0, 0, 0, 17, #FFFF00, 0
0, 0, 0, 18, #FFFF00, 0
0, 0, 0, 19, #FFFF00, 0
0, 0, 0, 20, #FFFF00, 0
0, 1, 0, 16, #FFFF00, 0
0, 1, 0, 17, #FFFF00, 0
0, 2, 0, 16, #FFFF00, 0
0, 2, 0, 17, #FFFF00, 0
0, 3, 0, 16, #FFFF00, 0
0, 3, 0, 17, #FFFF00, 0
0, 4, 0, 16, #FFFF00, 0
0, 4, 0, 17, #FFFF00, 0
0, 4, 0, 18, #FFFF00, 0
0, 4, 0, 19, #FFFF00, 0
0, 4, 0, 20, #FFFF00, 0
0, 6, 0, 9, #FF0000, 0
0, 6, 0, 10, #FF0000, 0
0, 6, 0, 11, #FF0000, 0
0, 6, 0, 12, #FF0000, 0
0, 6, 0, 13, #FF0000, 0
0, 6, 0, 14, #FF0000, 0
0, 6, 0, 15, #FF0000, 0
0, 6, 0, 16, #FF0000, 0
0, 6, 0, 17, #FF0000, 0
0, 6, 0, 18, #FF0000, 0
0, 6, 0, 19, #FF0000, 0
0, 7, 0, 9, #FF0000, 0
0, 7, 0, 10, #FF0000, 0
0, 7, 0, 11, #FF0000, 0
0, 7, 0, 12, #FF0000, 0
0, 7, 0, 13, #FF0000, 0
0, 7, 0, 14, #FF0000, 0
0, 7, 0, 15, #FF0000, 0
0, 7, 0, 16, #FF0000, 0
0, 7, 0, 17, #FF0000, 0
0, 7, 0, 18, #FF0000, 0
0, 7, 0, 19, #FF0000, 0
0, 8, 0, 9, #FF0000, 0
0, 8, 0, 10, #FF0000, 0
0, 8, 0, 11, #FF0000, 0
0, 8, 0, 12, #FF0000, 0
0, 8, 0, 13, #FF0000, 0
0, 8, 0, 14, #FF0000, 0
0, 8, 0, 15, #FF0000, 0
0, 8, 0, 16, #FF0000, 0
0, 8, 0, 17, #FF0000, 0
0, 8, 0, 18, #FF0000, 0
0, 8, 0, 19, #FF0000, 0
0, 9, 0, 9, #FF0000, 0
0, 9, 0, 10, #FF0000, 0
0, 9, 0, 11, #FF0000, 0
0, 9, 0, 12, #FF0000, 0
0, 9, 0, 13, #FF0000, 0
0, 9, 0, 14, #FF0000, 0
0, 9, 0, 15, #FF0000, 0
0, 9, 0, 16, #FF0000, 0
0, 9, 0, 17, #FF0000, 0
0, 9, 0, 18, #FF0000, 0
0, 9, 0, 19, #FF0000, 0
0, 10, 0, 9, #FF0000, 0
0, 10, 0, 10, #FF0000, 0
0, 10, 0, 11, #FF0000, 0
0, 10, 0, 12, #FF0000, 0
0, 10, 0, 13, #FF0000, 0
0, 10, 0, 14, #FF0000, 0
0, 10, 0, 15, #FF0000, 0
0, 10, 0, 16, #FF0000, 0
0, 10, 0, 17, #FF0000, 0
0, 10, 0, 18, #FF0000, 0
0, 10, 0, 19, #FF0000, 0
0, 11, 0, 9, #FF0000, 0
0, 11, 0, 10, #FF0000, 0
0, 11, 0, 11, #FF0000, 0
0, 11, 0, 12, #FF0000, 0
0, 11, 0, 13, #FF0000, 0
0, 11, 0, 14, #FF0000, 0
0, 11, 0, 15, #FF0000, 0
0, 11, 0, 16, #FF0000, 0
0, 11, 0, 17, #FF0000, 0
0, 11, 0, 18, #FF0000, 0
0, 11, 0, 19, #FF0000, 0
0, 12, 0, 9, #FF0000, 0
0, 12, 0, 10, #FF0000, 0
0, 12, 0, 11, #FF0000, 0
0, 12, 0, 12, #FF0000, 0
0, 12, 0, 13, #FF0000, 0
0, 12, 0, 14, #FF0000, 0
0, 12, 0, 15, #FF0000, 0
0, 12, 0, 16, #FF0000, 0
0, 12, 0, 17, #FF0000, 0
0, 12, 0, 18, #FF0000, 0
0, 12, 0, 19, #FF0000, 0
0, 13, 0, 9, #FF0000, 0
0, 13, 0, 10, #FF0000, 0
0, 13, 0, 11, #FF0000, 0
0, 13, 0, 12, #FF0000, 0
0, 13, 0, 13, #FF0000, 0
0, 13, 0, 14, #FF0000, 0
0, 13, 0, 15, #FF0000, 0
0, 13, 0, 16, #FF0000, 0
0, 13, 0, 17, #FF0000, 0
0, 13, 0, 18, #FF0000, 0
0, 13, 0, 19, #FF0000, 0
0, 14, 0, 9, #FF0000, 0
0, 14, 0, 10, #FF0000, 0
0, 14, 0, 11, #FF0000, 0
0, 14, 0, 12, #FF0000, 0
0, 14, 0, 13, #FF0000, 0
0, 14, 0, 14, #FF0000, 0
0, 14, 0, 15, #FF0000, 0
0, 14, 0, 16, #FF0000, 0
0, 14, 0, 17, #FF0000, 0
0, 14, 0, 18, #FF0000, 0
0, 14, 0, 19, #FF0000, 0
0, 15, 0, 9, #FF0000, 0
