6, 0, 1, 16, #FFFF00, 0
2, 0, 1, 18, #FFFF00, 0
0, 1, 1, 18, #FFFF00, 0
6, 2, 1, 16, #FFFF00, 0
0, 3, 1, 18, #FFFF00, 0
3, 4, 1, 16, #FFFF00, 0
0, 4, 1, 20, #FFFF00, 0
10, 6, 1, 9, #FF0000, 0
7, 6, 1, 17, #FF0000, 0
10, 8, 1, 9, #FF0000, 0
7, 8, 1, 17, #FF0000, 0
10, 10, 1, 9, #FF0000, 0
7, 10, 1, 17, #FF0000, 0
10, 12, 1, 9, #FF0000, 0
7, 12, 1, 17, #FF0000, 0
10, 14, 1, 9, #FF0000, 0
7, 14, 1, 17, #FF0000, 0
10, 16, 1, 9, #FF0000, 0
7, 16, 1, 17, #FF0000, 0
10, 18, 1, 9, #FF0000, 0
7, 18, 1, 17, #FF0000, 0
10, 20, 1, 9, #FF0000, 0
7, 20, 1, 17, #FF0000, 0
10, 22, 1, 9, #FF0000, 0
7, 22, 1, 17, #FF0000, 0
10, 24, 1, 9, #FF0000, 0
7, 24, 1, 17, #FF0000, 0
10, 26, 1, 9, #FF0000, 0
7, 26, 1, 17, #FF0000, 0
5, 28, 1, 9, #FF0000, 0
2, 28, 1, 17, #FF0000, 0
6, 30, 1, 16, #FFFF00, 0
2, 30, 1, 18, #FFFF00, 0
0, 31, 1, 18, #FFFF00, 0
6, 32, 1, 16, #FFFF00, 0
0, 33, 1, 18, #FFFF00, 0
3, 34, 1, 16, #FFFF00, 0
0, 34, 1, 20, #FFFF00, 0
6, 0, 2, 16, #FFFF00, 1
0, 0, 2, 18, #FFFF00, 0
6, 1, 2, 14, #FFFF00, 0
0, 2, 2, 13, #FFFF00, 0
6, 2, 2, 16, #FFFF00, 1
2, 3, 2, 13, #FFFF00, 0
3, 4, 2, 14, #FFFF00, 0
0, 4, 2, 18, #FFFF00, 0
10, 6, 2, 9, #FF0000, 1
10, 6, 2, 11, #FF0000, 0
0, 6, 2, 19, #FF0000, 0
0, 7, 2, 19, #FF0000, 0
10, 8, 2, 11, #FF0000, 0
0, 8, 2, 19, #FF0000, 0
0, 9, 2, 19, #FF0000, 0
10, 10, 2, 11, #FF0000, 0
0, 10, 2, 19, #FF0000, 0
0, 11, 2, 19, #FF0000, 0
10, 12, 2, 11, #FF0000, 0
0, 12, 2, 19, #FF0000, 0
0, 13, 2, 19, #FF0000, 0
10, 14, 2, 9, #FF0000, 1
10, 14, 2, 11, #FF0000, 0
0, 14, 2, 19, #FF0000, 0
0, 15, 2, 19, #FF0000, 0
10, 16, 2, 11, #FF0000, 0
0, 16, 2, 19, #FF0000, 0
0, 17, 2, 19, #FF0000, 0
10, 18, 2, 11, #FF0000, 0
0, 18, 2, 19, #FF0000, 0
0, 19, 2, 19, #FF0000, 0
10, 20, 2, 11, #FF0000, 0
0, 20, 2, 19, #FF0000, 0
0, 21, 2, 19, #FF0000, 0
9, 22, 2, 9, #FF0000, 0
8, 22, 2, 15, #FF0000, 0
0, 22, 2, 19, #FF0000, 0
0, 23, 2, 19, #FF0000, 0
9, 24, 2, 9, #FF0000, 0
8, 24, 2, 15, #FF0000, 0
0, 24, 2, 19, #FF0000, 0
0, 25, 2, 19, #FF0000, 0
9, 26, 2, 9, #FF0000, 0
8, 26, 2, 15, #FF0000, 0
0, 26, 2, 19, #FF0000, 0
0, 27, 2, 19, #FF0000, 0
4, 28, 2, 9, #FF0000, 0
3, 28, 2, 15, #FF0000, 0
0, 28, 2, 19, #FF0000, 0
8, 30, 2, 16, #FFFF00, 0
0, 30, 2, 20, #FFFF00, 0
0, 31, 2, 15, #FFFF00, 0
3, 32, 2, 15, #FFFF00, 0
0, 32, 2, 19, #FFFF00, 0
3, 33, 2, 16, #FFFF00, 0
0, 33, 2, 20, #FFFF00, 0
